,ERAIL Occurrence,model_type,LLM_Date,Date of occurrence,Date_Match,LLM_Time,Time of occurrence,Time_Match,LLM_Country,Country,Country_Match,LLM_AccidentType,Occurrence type,AccidentType_Match,LLM_RegulatoryBody,Reporting Body,RegulatoryBody_Match,LLM_ContributingFactor,"Direct cause description (including causal and contributing factors, excluding those of systemic nature)",ContributingFactors_Match,LLM_SystemicFactor,"Underlying and root causes description (i.e. systemic factors, if any)",SystemicFactors_Match
1217,PL-6000,gemini-2.5-pro,15/06/2019,15/06/2019,Match,18:22,18:22,Match,Poland,Poland,Match,Level crossing collision with a road vehicle (Category A20),Level crossing accident,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Driver failed to exercise special caution, Driver failed to stop at B20 'STOP' sign, Road vehicle entered crossing against prohibitory red light signals, Vegetation obscuring visibility of level crossing and signals","Entry of the road vehicle into the level crossing directly in front of the approaching MOE 67900 train, despite two red signal lights flashing alternately at the road traffic lights.",Mismatch,"Failure of the event recorder to log air pressure parameters, Improper road maintenance by the road manager, Ineffective supervision by the carrier over on-board recorders, Lack of effective supervision over documentation by infrastructure manager, Lack of front-facing cameras on the locomotive, Lack of weather protection for cameras at the level crossing","Root cause: _x000D_
Entering the level crossing past the road traffic lights signalling that the entry was prohibited. _x000D_
_x000D_
Indirect causes: _x000D_
1. The driver of the vehicle did not act with particular caution when crossing the level crossing. _x000D_
2. The driver did not stop the road vehicle at a safe distance as required by the B20 ‘STOP’ sign. _x000D_
_x000D_
Systemic causes: _x000D_
Not found.",Mismatch
1218,PL-6000,gpt-4o-mini,15/06/2019,15/06/2019,Match,18:22,18:22,Match,Poland,Poland,Match,Level Crossing Accident,Level crossing accident,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,Failure to stop at stop sign,"Entry of the road vehicle into the level crossing directly in front of the approaching MOE 67900 train, despite two red signal lights flashing alternately at the road traffic lights.",Mismatch,Poor visibility due to vegetation,"Root cause: _x000D_
Entering the level crossing past the road traffic lights signalling that the entry was prohibited. _x000D_
_x000D_
Indirect causes: _x000D_
1. The driver of the vehicle did not act with particular caution when crossing the level crossing. _x000D_
2. The driver did not stop the road vehicle at a safe distance as required by the B20 ‘STOP’ sign. _x000D_
_x000D_
Systemic causes: _x000D_
Not found.",Mismatch
1219,PL-6000,gpt-4o-mini,15/06/2019,15/06/2019,Match,18:22,18:22,Match,Polska,Poland,Mismatch,Najechanie pociągu na pojazd drogowy,Level crossing accident,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,Brak ostrożności kierowcy,"Entry of the road vehicle into the level crossing directly in front of the approaching MOE 67900 train, despite two red signal lights flashing alternately at the road traffic lights.",Mismatch,Brak skutecznego nadzoru,"Root cause: _x000D_
Entering the level crossing past the road traffic lights signalling that the entry was prohibited. _x000D_
_x000D_
Indirect causes: _x000D_
1. The driver of the vehicle did not act with particular caution when crossing the level crossing. _x000D_
2. The driver did not stop the road vehicle at a safe distance as required by the B20 ‘STOP’ sign. _x000D_
_x000D_
Systemic causes: _x000D_
Not found.",Mismatch
1220,PL-6014,gemini-2.5-pro,03/07/2019,07/03/2019,Mismatch,09:00,08:50,Mismatch,Poland,Poland,Match,Collision of a work train with a passenger car at a level crossing,Level crossing accident,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Failure by the contractor to provide an employee to direct road traffic, Incorrect reaction of the motor trolley driver (speeding), Lack of special caution by the car driver, Level crossing warning systems (barriers, lights, sound) were inactive for the track in use, Limited visibility at the level crossing",Rob.2 track-maintenance car moving on closed track No. 2 drove into the Ford Fusion passenger car crossing the B-category level crossing with half barriers open and light and sound signalling system turned off for this track (automatic crossing system working only for two-way train movement on track No. 1).,Mismatch,"Dispatching a work train without ensuring required safety staffing and organization, Failure to implement temporary safety regulations, Lack of supervision and verification of contractor's safety duties","Primary cause: _x000D_
An infrastructure manager, upon an investor’s request (CRI Western Region), allowed a track-maintenance car without ensuring the necessary staff and organisation of the car’s travel on the contractor side (track-maintenance car manager had not been appointed)._x000D_
Indirect causes:_x000D_
1.	The driver of the Ford Fusion passenger car was not particularly cautious and entered the level crossing without first making sure that no railway vehicle was approaching._x000D_
2.	The contractor did not appoint any employee authorised to manage traffic at the level crossing at 13.916 km._x000D_
3.	The WM-15A railway motor car driver reacted incorrectly after passing dark crossing warning signal Top140, i.e._x000D_
•	he was passing the level crossing at 13.916 km at the speed of 27 km/h, while the speed limit was 20 km/h, which made it impossible to stop the rail vehicle when the obstacle in the form of the road vehicle appeared at the level crossing;_x000D_
•	failure to give the Rp1 “attention” signal several times from the spot where the W 6a sign was located._x000D_
_x000D_
Systemic causes:_x000D_
Long lasting use (since 26 March 2019) of two different ways of securing the traffic at the level crossing at 13.916 km, i.e.:_x000D_
1)	automatic crossing system on the working track No. 1 without introducing a speed limit,_x000D_
2)	managing the traffic at the level crossing by the authorised contractor’s employees when the track-maintenance cars were moving on the closed track No. 2, with the automatic crossing system off, without proper signs informing road users about the lack of working automatic crossing system devices and about the method of traffic management.",Mismatch
1221,PL-6014,gemini-2.5-pro,03/07/2019,07/03/2019,Mismatch,09:00,08:50,Mismatch,Poland,Poland,Match,Level crossing collision,Level crossing accident,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych (PKBWK),State Commission on Rail Accident Investigation,Mismatch,"Failure of contractor to provide traffic controller at the crossing, Failure of road vehicle driver to exercise due caution, Incorrect reaction and speeding by the train driver",Rob.2 track-maintenance car moving on closed track No. 2 drove into the Ford Fusion passenger car crossing the B-category level crossing with half barriers open and light and sound signalling system turned off for this track (automatic crossing system working only for two-way train movement on track No. 1).,Mismatch,"Dispatching a work train without ensuring required staffing and organization, Inadequate crewing (single-person) for the work train, Non-compliance with temporary regulations for works","Primary cause: _x000D_
An infrastructure manager, upon an investor’s request (CRI Western Region), allowed a track-maintenance car without ensuring the necessary staff and organisation of the car’s travel on the contractor side (track-maintenance car manager had not been appointed)._x000D_
Indirect causes:_x000D_
1.	The driver of the Ford Fusion passenger car was not particularly cautious and entered the level crossing without first making sure that no railway vehicle was approaching._x000D_
2.	The contractor did not appoint any employee authorised to manage traffic at the level crossing at 13.916 km._x000D_
3.	The WM-15A railway motor car driver reacted incorrectly after passing dark crossing warning signal Top140, i.e._x000D_
•	he was passing the level crossing at 13.916 km at the speed of 27 km/h, while the speed limit was 20 km/h, which made it impossible to stop the rail vehicle when the obstacle in the form of the road vehicle appeared at the level crossing;_x000D_
•	failure to give the Rp1 “attention” signal several times from the spot where the W 6a sign was located._x000D_
_x000D_
Systemic causes:_x000D_
Long lasting use (since 26 March 2019) of two different ways of securing the traffic at the level crossing at 13.916 km, i.e.:_x000D_
1)	automatic crossing system on the working track No. 1 without introducing a speed limit,_x000D_
2)	managing the traffic at the level crossing by the authorised contractor’s employees when the track-maintenance cars were moving on the closed track No. 2, with the automatic crossing system off, without proper signs informing road users about the lack of working automatic crossing system devices and about the method of traffic management.",Mismatch
1222,PL-6014,gpt-4o-mini,04/07/2019,07/03/2019,Mismatch,09:00,08:50,Mismatch,Polska,Poland,Mismatch,Najechanie pociągu roboczego na samochód osobowy,Level crossing accident,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Brak wyznaczonego kierownika pociągu roboczego, Brak zabezpieczenia przejazdu przez wykonawcę, Nieadekwatne reakcje maszynisty",Rob.2 track-maintenance car moving on closed track No. 2 drove into the Ford Fusion passenger car crossing the B-category level crossing with half barriers open and light and sound signalling system turned off for this track (automatic crossing system working only for two-way train movement on track No. 1).,Mismatch,"Brak komunikacji i organizacji, Brak pracowników do kierowania ruchem drogowym, Zły stan drogi wokół przejazdu","Primary cause: _x000D_
An infrastructure manager, upon an investor’s request (CRI Western Region), allowed a track-maintenance car without ensuring the necessary staff and organisation of the car’s travel on the contractor side (track-maintenance car manager had not been appointed)._x000D_
Indirect causes:_x000D_
1.	The driver of the Ford Fusion passenger car was not particularly cautious and entered the level crossing without first making sure that no railway vehicle was approaching._x000D_
2.	The contractor did not appoint any employee authorised to manage traffic at the level crossing at 13.916 km._x000D_
3.	The WM-15A railway motor car driver reacted incorrectly after passing dark crossing warning signal Top140, i.e._x000D_
•	he was passing the level crossing at 13.916 km at the speed of 27 km/h, while the speed limit was 20 km/h, which made it impossible to stop the rail vehicle when the obstacle in the form of the road vehicle appeared at the level crossing;_x000D_
•	failure to give the Rp1 “attention” signal several times from the spot where the W 6a sign was located._x000D_
_x000D_
Systemic causes:_x000D_
Long lasting use (since 26 March 2019) of two different ways of securing the traffic at the level crossing at 13.916 km, i.e.:_x000D_
1)	automatic crossing system on the working track No. 1 without introducing a speed limit,_x000D_
2)	managing the traffic at the level crossing by the authorised contractor’s employees when the track-maintenance cars were moving on the closed track No. 2, with the automatic crossing system off, without proper signs informing road users about the lack of working automatic crossing system devices and about the method of traffic management.",Mismatch
1223,PL-6014,gpt-4o-mini,03/07/2019,07/03/2019,Mismatch,08:40,08:50,Mismatch,Polska,Poland,Mismatch,Najechanie pociągu roboczego na samochód osobowy,Level crossing accident,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Brak kierownika pociągu roboczego, Brak odpowiednich środków bezpieczeństwa na przejeździe",Rob.2 track-maintenance car moving on closed track No. 2 drove into the Ford Fusion passenger car crossing the B-category level crossing with half barriers open and light and sound signalling system turned off for this track (automatic crossing system working only for two-way train movement on track No. 1).,Mismatch,Organizacja przejazdów bez zapewnienia obsady,"Primary cause: _x000D_
An infrastructure manager, upon an investor’s request (CRI Western Region), allowed a track-maintenance car without ensuring the necessary staff and organisation of the car’s travel on the contractor side (track-maintenance car manager had not been appointed)._x000D_
Indirect causes:_x000D_
1.	The driver of the Ford Fusion passenger car was not particularly cautious and entered the level crossing without first making sure that no railway vehicle was approaching._x000D_
2.	The contractor did not appoint any employee authorised to manage traffic at the level crossing at 13.916 km._x000D_
3.	The WM-15A railway motor car driver reacted incorrectly after passing dark crossing warning signal Top140, i.e._x000D_
•	he was passing the level crossing at 13.916 km at the speed of 27 km/h, while the speed limit was 20 km/h, which made it impossible to stop the rail vehicle when the obstacle in the form of the road vehicle appeared at the level crossing;_x000D_
•	failure to give the Rp1 “attention” signal several times from the spot where the W 6a sign was located._x000D_
_x000D_
Systemic causes:_x000D_
Long lasting use (since 26 March 2019) of two different ways of securing the traffic at the level crossing at 13.916 km, i.e.:_x000D_
1)	automatic crossing system on the working track No. 1 without introducing a speed limit,_x000D_
2)	managing the traffic at the level crossing by the authorised contractor’s employees when the track-maintenance cars were moving on the closed track No. 2, with the automatic crossing system off, without proper signs informing road users about the lack of working automatic crossing system devices and about the method of traffic management.",Mismatch
1224,PL-6036,gemini-2.5-pro,30/07/2019,30/07/2019,Match,16:53,16:59,Mismatch,Poland,Poland,Match,Railway Incident C41,Unauthorised train movement other than SPAD,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Lack of reaction from the train manager to incorrect track usage, Lack of regulations in Instruction Ir-1 for block button operation during telephone communication",Dispatching train APM 88247 from Zlocieniec station to open line no. 2 instead of open line no. 1 on the Zlocieniec – Jankowo Pomorskie line.,Mismatch,"Inconsistencies in Instruction Ir-1 regarding communication protocols, Violation of train movement procedures (Instruction Ir-1)","Root cause:_x000D_
Preparation by the point operator at the “Zl1” signal box of an exit route for train APM 88247_x000D_
from line no. 2 of Zlocieniec station, which lacks an exit signal, to open line no. 2 instead of open line no. 1 of the Zlocieniec – Jankowo Pomorskie line._x000D_
_x000D_
Indirect causes:_x000D_
1.	Failure by the signaller and point operator of Zlocieniec station to follow the binding rules of ordering and reporting by phone the setting of route 88 in the case of train movement without clearing a signal on the semaphore (§39(7)(2)(b) of Instruction Ir-1)._x000D_
2.	Dispatch of train APM 88247 by the Zlocieniec station signaller under a written order “S” without first making sure that the point operator at the Zl1 block post set the route correctly (§41(1) of Instruction Ir-1)._x000D_
3.	Failure to verify the route and failure to report the completion of the order to set the exit route for train APM 88247 by the point operator at the Zl1 block post, i.e. failure to provide the “position of points and derailers and description of how they are secured” (§41(6)(1) of Instruction Ir-1)._x000D_
4.	Improper observation by the point operator at the ZL1 block post of train APM 88247 exiting Zlocieniec station beyond his control area (§45(1) of Instruction Ir-1)._x000D_
5.	Movement of train APM 88247 in violation of the given permission (written order “S”) and failure to stop by the train driver after exiting Zlocieniec station, and the continued travel on open line no. 2 – left-side and opposite to the main direction, despite receiving a written order “S” at Zlocieniec station, and failure to take action to explain this situation after passing the last turnout on the route (§64(2)(1) of Instruction Ir-1)._x000D_
6.	Failure of Jankowo Pomorskie station signaller to take into account the information _x000D_
received from APM 88247 train driver  that the train is on open line no. 2 Zlocieniec – Jankowo Pomorskie._x000D_
7.	Failure of Jankowo Pomorskie station signaller to acknowledge signals shown on the “button and repeater box” that open line no. 2 was occupied and open line no. 1 was free, even though the block direction for line no. 1 was set from Zlocieniec station to Jankowo Pomorskie station for this train._x000D_
8.	Dispatch of train ZXS 889252 under a written order “S” by Jankowo Pomorskie station signaller to line no. 2 without making sure it was free, even though the block direction for line no. 2 was set towards Zlocieniec (§22(7)(1)(d) of Instruction Ir-1)._x000D_
_x000D_
Systemic cause:_x000D_
The following inconsistency of Instruction Ir-1:_x000D_
•	§64(21) imposes obligations on train manager in terms of train movement safety,_x000D_
•	§58(4) does not specify how to relay the information included in written orders via train communication radio equipment to the train manager.",Mismatch
1225,PL-6036,gemini-2.5-pro,30/07/2019,30/07/2019,Match,16:53,16:59,Mismatch,Poland,Poland,Match,Railway Incident,Unauthorised train movement other than SPAD,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Brak reakcji kierownika pociągu na jazdę pociągu po torze lewym, Brak uregulowań w Instrukcji Ir-1 dotyczących obsługi bloku początkowego",Dispatching train APM 88247 from Zlocieniec station to open line no. 2 instead of open line no. 1 on the Zlocieniec – Jankowo Pomorskie line.,Mismatch,Niespójności w Instrukcji Ir-1 dotyczące przekazywania informacji kierownikowi pociągu,"Root cause:_x000D_
Preparation by the point operator at the “Zl1” signal box of an exit route for train APM 88247_x000D_
from line no. 2 of Zlocieniec station, which lacks an exit signal, to open line no. 2 instead of open line no. 1 of the Zlocieniec – Jankowo Pomorskie line._x000D_
_x000D_
Indirect causes:_x000D_
1.	Failure by the signaller and point operator of Zlocieniec station to follow the binding rules of ordering and reporting by phone the setting of route 88 in the case of train movement without clearing a signal on the semaphore (§39(7)(2)(b) of Instruction Ir-1)._x000D_
2.	Dispatch of train APM 88247 by the Zlocieniec station signaller under a written order “S” without first making sure that the point operator at the Zl1 block post set the route correctly (§41(1) of Instruction Ir-1)._x000D_
3.	Failure to verify the route and failure to report the completion of the order to set the exit route for train APM 88247 by the point operator at the Zl1 block post, i.e. failure to provide the “position of points and derailers and description of how they are secured” (§41(6)(1) of Instruction Ir-1)._x000D_
4.	Improper observation by the point operator at the ZL1 block post of train APM 88247 exiting Zlocieniec station beyond his control area (§45(1) of Instruction Ir-1)._x000D_
5.	Movement of train APM 88247 in violation of the given permission (written order “S”) and failure to stop by the train driver after exiting Zlocieniec station, and the continued travel on open line no. 2 – left-side and opposite to the main direction, despite receiving a written order “S” at Zlocieniec station, and failure to take action to explain this situation after passing the last turnout on the route (§64(2)(1) of Instruction Ir-1)._x000D_
6.	Failure of Jankowo Pomorskie station signaller to take into account the information _x000D_
received from APM 88247 train driver  that the train is on open line no. 2 Zlocieniec – Jankowo Pomorskie._x000D_
7.	Failure of Jankowo Pomorskie station signaller to acknowledge signals shown on the “button and repeater box” that open line no. 2 was occupied and open line no. 1 was free, even though the block direction for line no. 1 was set from Zlocieniec station to Jankowo Pomorskie station for this train._x000D_
8.	Dispatch of train ZXS 889252 under a written order “S” by Jankowo Pomorskie station signaller to line no. 2 without making sure it was free, even though the block direction for line no. 2 was set towards Zlocieniec (§22(7)(1)(d) of Instruction Ir-1)._x000D_
_x000D_
Systemic cause:_x000D_
The following inconsistency of Instruction Ir-1:_x000D_
•	§64(21) imposes obligations on train manager in terms of train movement safety,_x000D_
•	§58(4) does not specify how to relay the information included in written orders via train communication radio equipment to the train manager.",Mismatch
1226,PL-6036,gpt-4o-mini,30/07/2019,30/07/2019,Match,17:07,16:59,Mismatch,Poland,Poland,Match,Train Collision,Unauthorised train movement other than SPAD,Mismatch,State Commission for Rail Accident Investigation,State Commission on Rail Accident Investigation,Mismatch,Lack of train driver's response,Dispatching train APM 88247 from Zlocieniec station to open line no. 2 instead of open line no. 1 on the Zlocieniec – Jankowo Pomorskie line.,Mismatch,Procedural inconsistencies,"Root cause:_x000D_
Preparation by the point operator at the “Zl1” signal box of an exit route for train APM 88247_x000D_
from line no. 2 of Zlocieniec station, which lacks an exit signal, to open line no. 2 instead of open line no. 1 of the Zlocieniec – Jankowo Pomorskie line._x000D_
_x000D_
Indirect causes:_x000D_
1.	Failure by the signaller and point operator of Zlocieniec station to follow the binding rules of ordering and reporting by phone the setting of route 88 in the case of train movement without clearing a signal on the semaphore (§39(7)(2)(b) of Instruction Ir-1)._x000D_
2.	Dispatch of train APM 88247 by the Zlocieniec station signaller under a written order “S” without first making sure that the point operator at the Zl1 block post set the route correctly (§41(1) of Instruction Ir-1)._x000D_
3.	Failure to verify the route and failure to report the completion of the order to set the exit route for train APM 88247 by the point operator at the Zl1 block post, i.e. failure to provide the “position of points and derailers and description of how they are secured” (§41(6)(1) of Instruction Ir-1)._x000D_
4.	Improper observation by the point operator at the ZL1 block post of train APM 88247 exiting Zlocieniec station beyond his control area (§45(1) of Instruction Ir-1)._x000D_
5.	Movement of train APM 88247 in violation of the given permission (written order “S”) and failure to stop by the train driver after exiting Zlocieniec station, and the continued travel on open line no. 2 – left-side and opposite to the main direction, despite receiving a written order “S” at Zlocieniec station, and failure to take action to explain this situation after passing the last turnout on the route (§64(2)(1) of Instruction Ir-1)._x000D_
6.	Failure of Jankowo Pomorskie station signaller to take into account the information _x000D_
received from APM 88247 train driver  that the train is on open line no. 2 Zlocieniec – Jankowo Pomorskie._x000D_
7.	Failure of Jankowo Pomorskie station signaller to acknowledge signals shown on the “button and repeater box” that open line no. 2 was occupied and open line no. 1 was free, even though the block direction for line no. 1 was set from Zlocieniec station to Jankowo Pomorskie station for this train._x000D_
8.	Dispatch of train ZXS 889252 under a written order “S” by Jankowo Pomorskie station signaller to line no. 2 without making sure it was free, even though the block direction for line no. 2 was set towards Zlocieniec (§22(7)(1)(d) of Instruction Ir-1)._x000D_
_x000D_
Systemic cause:_x000D_
The following inconsistency of Instruction Ir-1:_x000D_
•	§64(21) imposes obligations on train manager in terms of train movement safety,_x000D_
•	§58(4) does not specify how to relay the information included in written orders via train communication radio equipment to the train manager.",Mismatch
1227,PL-6036,gpt-4o-mini,30/07/2019,30/07/2019,Match,16:53,16:59,Mismatch,Poland,Poland,Match,Collision,Unauthorised train movement other than SPAD,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,Lack of communication,Dispatching train APM 88247 from Zlocieniec station to open line no. 2 instead of open line no. 1 on the Zlocieniec – Jankowo Pomorskie line.,Mismatch,Procedural inconsistencies,"Root cause:_x000D_
Preparation by the point operator at the “Zl1” signal box of an exit route for train APM 88247_x000D_
from line no. 2 of Zlocieniec station, which lacks an exit signal, to open line no. 2 instead of open line no. 1 of the Zlocieniec – Jankowo Pomorskie line._x000D_
_x000D_
Indirect causes:_x000D_
1.	Failure by the signaller and point operator of Zlocieniec station to follow the binding rules of ordering and reporting by phone the setting of route 88 in the case of train movement without clearing a signal on the semaphore (§39(7)(2)(b) of Instruction Ir-1)._x000D_
2.	Dispatch of train APM 88247 by the Zlocieniec station signaller under a written order “S” without first making sure that the point operator at the Zl1 block post set the route correctly (§41(1) of Instruction Ir-1)._x000D_
3.	Failure to verify the route and failure to report the completion of the order to set the exit route for train APM 88247 by the point operator at the Zl1 block post, i.e. failure to provide the “position of points and derailers and description of how they are secured” (§41(6)(1) of Instruction Ir-1)._x000D_
4.	Improper observation by the point operator at the ZL1 block post of train APM 88247 exiting Zlocieniec station beyond his control area (§45(1) of Instruction Ir-1)._x000D_
5.	Movement of train APM 88247 in violation of the given permission (written order “S”) and failure to stop by the train driver after exiting Zlocieniec station, and the continued travel on open line no. 2 – left-side and opposite to the main direction, despite receiving a written order “S” at Zlocieniec station, and failure to take action to explain this situation after passing the last turnout on the route (§64(2)(1) of Instruction Ir-1)._x000D_
6.	Failure of Jankowo Pomorskie station signaller to take into account the information _x000D_
received from APM 88247 train driver  that the train is on open line no. 2 Zlocieniec – Jankowo Pomorskie._x000D_
7.	Failure of Jankowo Pomorskie station signaller to acknowledge signals shown on the “button and repeater box” that open line no. 2 was occupied and open line no. 1 was free, even though the block direction for line no. 1 was set from Zlocieniec station to Jankowo Pomorskie station for this train._x000D_
8.	Dispatch of train ZXS 889252 under a written order “S” by Jankowo Pomorskie station signaller to line no. 2 without making sure it was free, even though the block direction for line no. 2 was set towards Zlocieniec (§22(7)(1)(d) of Instruction Ir-1)._x000D_
_x000D_
Systemic cause:_x000D_
The following inconsistency of Instruction Ir-1:_x000D_
•	§64(21) imposes obligations on train manager in terms of train movement safety,_x000D_
•	§58(4) does not specify how to relay the information included in written orders via train communication radio equipment to the train manager.",Mismatch
1228,PL-6038,gemini-2.5-pro,02/08/2019,02/08/2019,Match,19:41,19:40,Mismatch,Poland,Poland,Match,Collision with a road vehicle at a level crossing,Level crossing accident,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Acute intersection angle of 63°, Driving towards blinding rays of the setting sun, Impaired observation of the train due to improperly placed B-20 sign, Lack of P-12 'stop' line painted on the road, Lack of speed limit for road vehicles in the crossing area","The passenger car entered the level crossing in front of the approaching EIE 8306 passenger train from Kolobrzeg to Przemysl Glówny, which was the cause of the train running into the road vehicle.",Mismatch,"Deficiencies in infrastructure maintenance and documentation, Inadequate risk assessment of level crossing category relative to train speed, Inadequate road signage and speed management by road authority, Lack of mandatory onboard video recorders in railway vehicles","Primary cause: _x000D_
Failure of the driver of the road vehicle to exercise special care and to make sure while approaching the level crossing that there was no train approaching._x000D_
Indirect cause: _x000D_
Before entering the level crossing, the driver of the passenger car had failed to follow the B-20 “STOP” and G3 signs i.e. the driver had failed to stop the road vehicle at a place convenient for observing the track._x000D_
_x000D_
Systemic cause:_x000D_
The investigating team did not find any systemic cause.",Mismatch
1229,PL-6038,gemini-2.5-pro,02/08/2019,02/08/2019,Match,19:41,19:40,Mismatch,Poland,Poland,Match,Level crossing accident,Level crossing accident,Match,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Absence of 'stop line' road marking (P-12), Acute intersection angle, Driver's vision impaired by setting sun, Improperly positioned 'Stop' sign (B-20), Lack of speed limit on the approach road, Obstructed visibility of the approaching train","The passenger car entered the level crossing in front of the approaching EIE 8306 passenger train from Kolobrzeg to Przemysl Glówny, which was the cause of the train running into the road vehicle.",Mismatch,"Deficiencies in road signage and marking management, Failure to maintain updated level crossing documentation, Inadequate maintenance of visibility triangles, Inadequate risk assessment for level crossing category, Lack of mandatory on-board video recorders","Primary cause: _x000D_
Failure of the driver of the road vehicle to exercise special care and to make sure while approaching the level crossing that there was no train approaching._x000D_
Indirect cause: _x000D_
Before entering the level crossing, the driver of the passenger car had failed to follow the B-20 “STOP” and G3 signs i.e. the driver had failed to stop the road vehicle at a place convenient for observing the track._x000D_
_x000D_
Systemic cause:_x000D_
The investigating team did not find any systemic cause.",Mismatch
1230,PL-6038,gpt-4o-mini,02/08/2019,02/08/2019,Match,19:41:33,19:40,Mismatch,Poland,Poland,Match,Collision with vehicle,Level crossing accident,Mismatch,PKBWK - State Commission for Railway Accidents Investigation,State Commission on Rail Accident Investigation,Mismatch,Driver's inattention,"The passenger car entered the level crossing in front of the approaching EIE 8306 passenger train from Kolobrzeg to Przemysl Glówny, which was the cause of the train running into the road vehicle.",Mismatch,Poor visibility,"Primary cause: _x000D_
Failure of the driver of the road vehicle to exercise special care and to make sure while approaching the level crossing that there was no train approaching._x000D_
Indirect cause: _x000D_
Before entering the level crossing, the driver of the passenger car had failed to follow the B-20 “STOP” and G3 signs i.e. the driver had failed to stop the road vehicle at a place convenient for observing the track._x000D_
_x000D_
Systemic cause:_x000D_
The investigating team did not find any systemic cause.",Mismatch
1231,PL-6038,gpt-4o-mini,02/08/2019,02/08/2019,Match,19:41:33,19:40,Mismatch,Poland,Poland,Match,Level Crossing Collision,Level crossing accident,Mismatch,State Commission on Rail Accident Investigation,State Commission on Rail Accident Investigation,Match,"Environmental conditions, Inadequate traffic signals, Obstructed visibility","The passenger car entered the level crossing in front of the approaching EIE 8306 passenger train from Kolobrzeg to Przemysl Glówny, which was the cause of the train running into the road vehicle.",Mismatch,"Insufficient safety measures, Lack of emergency response protocols","Primary cause: _x000D_
Failure of the driver of the road vehicle to exercise special care and to make sure while approaching the level crossing that there was no train approaching._x000D_
Indirect cause: _x000D_
Before entering the level crossing, the driver of the passenger car had failed to follow the B-20 “STOP” and G3 signs i.e. the driver had failed to stop the road vehicle at a place convenient for observing the track._x000D_
_x000D_
Systemic cause:_x000D_
The investigating team did not find any systemic cause.",Mismatch
1232,PL-6065,gemini-2.5-pro,08/08/2019,08/08/2019,Match,23:18,23:18,Match,Poland,Poland,Match,Derailment,Train derailment,Mismatch,Państwowa Komisja Badania Wypadków Kolejowych,State Commission on Rail Accident Investigation,Mismatch,"Broken axle journal, Driver continued journey after failing to identify the fault, Installation of old, used locking washers, Material burnout on the axle journal surface from a high-temperature torch","The derailment of the loaded car no. 31 51 5496 893-9 (the fifth one in the draft) during the running of the train TME 464045 on the Budryk Ornontowice – Opole Elektrownia Czarnowasy line, as a result of a fatigue fracture of the axle pivot.",Mismatch,"Inconsistencies in maintenance documentation, Incorrect preparation of diagnostic and measurement documentation for wheelsets, Lack of calibration sticker on ultrasonic flaw detector","Underlying cause:_x000D_
A bad condition of the axle pivot of wheelset no. 5249978 caused by irregular undercut at the transition of the axle pivot in the axle collar, which lead to adverse concentration of stresses and in consequence initiated the fatigue fracture. _x000D_
_x000D_
Indirect causes:_x000D_
1.	An exceeded surface roughness value of wheelset axle pivots following machining, i.e. roughness with an average value of 2.8 µm (the area ground within the crater) to 8.7 µm (in the undercut area), which exceeds the permissible value._x000D_
2.	Improper repair of the wheelset axle where a wrong transition inconsistent with the WT-2 documentation was formed in the axle collar of the axle pivot._x000D_
3.	Inaccurate acceptance following the repair of wheelset no. 5249978 and placing it into service with a technical defect._x000D_
_x000D_
System causes:_x000D_
Undue supervision of the freight car maintenance by the entity responsibility for maintenance ECM.",Mismatch
